query_id,doc_id,rank,score,method
81_2,MARCO_4082788,92,24.33336067199707,rewriter 2
81_2,MARCO_1791176,93,24.310468673706055,rewriter 2
81_2,MARCO_6087033,94,24.293235778808594,rewriter 2
81_2,MARCO_6801807,95,24.29166030883789,rewriter 2
81_2,MARCO_7713531,96,24.286643981933594,rewriter 2
81_2,MARCO_4390449,97,24.285842895507812,rewriter 2
81_2,MARCO_628863,98,24.284297943115234,rewriter 2
81_2,MARCO_7246602,99,24.233810424804688,rewriter 2
81_2,CAR_9d876ce97eb7944e93364706b38c61c8d3953cc2,100,24.2230281829834,rewriter 2
81_3,MARCO_5107806,1,27.56250762939453,rewriter 2
81_3,MARCO_6440450,2,27.211116790771484,rewriter 2
81_3,MARCO_1767684,3,25.966796875,rewriter 2
81_3,MARCO_6474435,4,25.908687591552734,rewriter 2
81_3,MARCO_2426984,5,25.583694458007812,rewriter 2
81_3,MARCO_1633511,6,24.868356704711914,rewriter 2
81_3,MARCO_5937942,7,24.593168258666992,rewriter 2
81_3,MARCO_5692954,8,24.208282470703125,rewriter 2
81_3,MARCO_6440452,9,24.15762710571289,rewriter 2
81_3,MARCO_2828297,10,23.980241775512695,rewriter 2
81_3,MARCO_6160970,11,23.86104965209961,rewriter 2
81_3,MARCO_1975364,12,23.856515884399414,rewriter 2
81_3,MARCO_7335372,13,23.584922790527344,rewriter 2
81_3,MARCO_3780356,14,23.452255249023438,rewriter 2
81_3,MARCO_6160968,15,23.44906997680664,rewriter 2
81_3,MARCO_1767690,16,23.41524314880371,rewriter 2
81_3,MARCO_8558367,17,23.231300354003906,rewriter 2
81_3,MARCO_1968099,18,23.033138275146484,rewriter 2
81_3,MARCO_1767688,19,22.99903106689453,rewriter 2
81_3,MARCO_1248457,20,22.984027862548828,rewriter 2
81_3,MARCO_2579213,21,22.805402755737305,rewriter 2
81_3,MARCO_5692955,22,22.545063018798828,rewriter 2
81_3,MARCO_5570938,23,22.52066993713379,rewriter 2
81_3,MARCO_1619654,24,22.35157012939453,rewriter 2
81_3,MARCO_3489128,25,22.349472045898438,rewriter 2
81_3,MARCO_6401172,26,22.342483520507812,rewriter 2
81_3,MARCO_2579212,27,22.206851959228516,rewriter 2
81_3,MARCO_4344322,28,22.196271896362305,rewriter 2
81_3,MARCO_3342734,29,22.191591262817383,rewriter 2
81_3,MARCO_7042426,30,22.18771743774414,rewriter 2
81_3,MARCO_6401170,31,22.054933547973633,rewriter 2
81_3,MARCO_1767687,32,21.979265213012695,rewriter 2
81_3,MARCO_6368264,33,21.97844123840332,rewriter 2
81_3,MARCO_1767692,34,21.82569122314453,rewriter 2
81_3,MARCO_6368268,35,21.822519302368164,rewriter 2
81_3,MARCO_297568,36,21.81146240234375,rewriter 2
81_3,MARCO_2579206,37,21.798545837402344,rewriter 2
81_3,MARCO_4505560,38,21.755945205688477,rewriter 2
81_3,MARCO_368553,39,21.741416931152344,rewriter 2
81_3,MARCO_368555,40,21.741416931152344,rewriter 2
81_3,MARCO_1791168,41,21.69853973388672,rewriter 2
81_3,MARCO_3653875,42,21.69638442993164,rewriter 2
81_3,MARCO_1791170,43,21.674640655517578,rewriter 2
81_3,MARCO_3451521,44,21.662384033203125,rewriter 2
81_3,MARCO_3451530,45,21.62478256225586,rewriter 2
81_3,MARCO_1767686,46,21.62396812438965,rewriter 2
81_3,MARCO_1619656,47,21.55679702758789,rewriter 2
81_3,MARCO_5996950,48,21.54881477355957,rewriter 2
81_3,MARCO_1815949,49,21.502952575683594,rewriter 2
81_3,MARCO_6474436,50,21.478986740112305,rewriter 2
81_3,MARCO_1968098,51,21.460432052612305,rewriter 2
81_3,MARCO_96395,52,21.346925735473633,rewriter 2
81_3,MARCO_1945740,53,21.287755966186523,rewriter 2
81_3,MARCO_3991940,54,21.265918731689453,rewriter 2
81_3,MARCO_7068699,55,21.229883193969727,rewriter 2
81_3,MARCO_5715982,56,20.915359497070312,rewriter 2
81_3,MARCO_7070417,57,20.915359497070312,rewriter 2
81_3,MARCO_6368269,58,20.860214233398438,rewriter 2
81_3,MARCO_7505250,59,20.853485107421875,rewriter 2
81_3,MARCO_2579207,60,20.675756454467773,rewriter 2
81_3,MARCO_1381086,61,20.66629409790039,rewriter 2
81_3,MARCO_5822851,62,20.61581039428711,rewriter 2
81_3,MARCO_3052629,63,20.6071834564209,rewriter 2
81_3,MARCO_6474430,64,20.59797477722168,rewriter 2
81_3,MARCO_1791171,65,20.494848251342773,rewriter 2
81_3,MARCO_1767683,66,20.41848373413086,rewriter 2
81_3,MARCO_6159304,67,20.33517074584961,rewriter 2
81_3,MARCO_3613794,68,20.318260192871094,rewriter 2
81_3,MARCO_1895589,69,20.273221969604492,rewriter 2
81_3,MARCO_3591393,70,20.236892700195312,rewriter 2
81_3,MARCO_4179769,71,20.211557388305664,rewriter 2
81_3,MARCO_6160971,72,20.189983367919922,rewriter 2
81_3,MARCO_4725323,73,20.163053512573242,rewriter 2
81_3,MARCO_6245028,74,20.07351303100586,rewriter 2
81_3,MARCO_671687,75,20.022138595581055,rewriter 2
81_3,MARCO_1767689,76,19.97490692138672,rewriter 2
81_3,MARCO_6162563,77,19.92222785949707,rewriter 2
81_3,MARCO_1945738,78,19.92037010192871,rewriter 2
81_3,MARCO_368551,79,19.850051879882812,rewriter 2
81_3,MARCO_5030037,80,19.825952529907227,rewriter 2
81_3,MARCO_5030036,81,19.752775192260742,rewriter 2
81_3,MARCO_1293775,82,19.708511352539062,rewriter 2
81_3,MARCO_5030038,83,19.680192947387695,rewriter 2
81_3,MARCO_705541,84,19.62909507751465,rewriter 2
81_3,MARCO_4438563,85,19.603357315063477,rewriter 2
81_3,MARCO_1633506,86,19.569589614868164,rewriter 2
81_3,MARCO_7558575,87,19.54778289794922,rewriter 2
81_3,MARCO_1159940,88,19.51905059814453,rewriter 2
81_3,MARCO_2319366,89,19.474578857421875,rewriter 2
81_3,MARCO_6440453,90,19.454620361328125,rewriter 2
81_3,MARCO_5241442,91,19.45339584350586,rewriter 2
81_3,MARCO_5952546,92,19.399642944335938,rewriter 2
81_3,MARCO_3342732,93,19.37173843383789,rewriter 2
81_3,MARCO_5679019,94,19.36546516418457,rewriter 2
81_3,MARCO_368559,95,19.34186363220215,rewriter 2
81_3,MARCO_5030039,96,19.325889587402344,rewriter 2
81_3,MARCO_1791172,97,19.325532913208008,rewriter 2
81_3,MARCO_3639054,98,19.287105560302734,rewriter 2
81_3,MARCO_6493140,99,19.232139587402344,rewriter 2
81_3,MARCO_1159943,100,19.203908920288086,rewriter 2
81_4,MARCO_6474430,1,31.134807586669922,rewriter 2
81_4,MARCO_5996947,2,29.3033390045166,rewriter 2
81_4,MARCO_1619654,3,28.96773338317871,rewriter 2
81_4,MARCO_4438563,4,28.389482498168945,rewriter 2
81_4,MARCO_3780352,5,28.01351547241211,rewriter 2
81_4,MARCO_5241444,6,27.800111770629883,rewriter 2
81_4,MARCO_2426982,7,27.762466430664062,rewriter 2
81_4,MARCO_2426983,8,27.672439575195312,rewriter 2
81_4,MARCO_1945736,9,27.360225677490234,rewriter 2
81_4,MARCO_1293775,10,26.945938110351562,rewriter 2
81_4,MARCO_8052397,11,26.77705192565918,rewriter 2
81_4,MARCO_4438566,12,26.621540069580078,rewriter 2
81_4,MARCO_7592476,13,26.358089447021484,rewriter 2
81_4,MARCO_1767687,14,26.091209411621094,rewriter 2
81_4,MARCO_1815946,15,25.9669189453125,rewriter 2
81_4,MARCO_2579206,16,25.941007614135742,rewriter 2
81_4,MARCO_1248456,17,25.900489807128906,rewriter 2
81_4,MARCO_1248459,18,25.736175537109375,rewriter 2
81_4,MARCO_3451530,19,25.719968795776367,rewriter 2
81_4,MARCO_7699208,20,25.66963768005371,rewriter 2
81_4,MARCO_7748878,21,25.65732765197754,rewriter 2
81_4,MARCO_3643412,22,25.47673225402832,rewriter 2
81_4,MARCO_3451528,23,25.34393310546875,rewriter 2
81_4,MARCO_5996951,24,25.304718017578125,rewriter 2
81_4,MARCO_1791175,25,25.292200088500977,rewriter 2
81_4,MARCO_1720875,26,25.266559600830078,rewriter 2
81_4,MARCO_962833,27,25.05470085144043,rewriter 2
81_4,MARCO_2579207,28,25.03125762939453,rewriter 2
81_4,MARCO_1791168,29,25.02520751953125,rewriter 2
81_4,MARCO_5241441,30,25.014677047729492,rewriter 2
81_4,MARCO_5107801,31,24.9074649810791,rewriter 2
81_4,MARCO_1968098,32,24.9014949798584,rewriter 2
81_4,MARCO_1975364,33,24.850173950195312,rewriter 2
81_4,MARCO_1720871,34,24.797401428222656,rewriter 2
81_4,MARCO_5856807,35,24.765188217163086,rewriter 2
81_4,MARCO_5937938,36,24.765188217163086,rewriter 2
81_4,MARCO_393061,37,24.699737548828125,rewriter 2
81_4,MARCO_6660825,38,24.687828063964844,rewriter 2
81_4,MARCO_1767685,39,24.68393325805664,rewriter 2
81_4,MARCO_3451525,40,24.628562927246094,rewriter 2
81_4,MARCO_5647985,41,24.58454704284668,rewriter 2
81_4,MARCO_4069921,42,24.542449951171875,rewriter 2
81_4,MARCO_5692954,43,24.53983497619629,rewriter 2
81_4,MARCO_1815949,44,24.433212280273438,rewriter 2
81_4,MARCO_1293770,45,24.391067504882812,rewriter 2
81_4,MARCO_962832,46,24.386125564575195,rewriter 2
81_4,MARCO_2426979,47,24.37126350402832,rewriter 2
81_4,MARCO_2426984,48,24.328508377075195,rewriter 2
81_4,MARCO_962839,49,24.29656219482422,rewriter 2
81_4,MARCO_5996949,50,24.102109909057617,rewriter 2
81_4,MARCO_5096732,51,24.06429100036621,rewriter 2
81_4,MARCO_2579208,52,24.02660369873047,rewriter 2
81_4,MARCO_5996952,53,23.9548282623291,rewriter 2
81_4,MARCO_6706240,54,23.925464630126953,rewriter 2
81_4,MARCO_6401167,55,23.85192108154297,rewriter 2
81_4,MARCO_5107806,56,23.84337043762207,rewriter 2
81_4,MARCO_1293772,57,23.687280654907227,rewriter 2
81_4,MARCO_1293778,58,23.686534881591797,rewriter 2
81_4,MARCO_1293774,59,23.67105484008789,rewriter 2
81_4,MARCO_1633511,60,23.65447998046875,rewriter 2
81_4,MARCO_1381085,61,23.577970504760742,rewriter 2
81_4,MARCO_1778529,62,23.573143005371094,rewriter 2
81_4,MARCO_2579211,63,23.561254501342773,rewriter 2
81_4,MARCO_4684839,64,23.54705047607422,rewriter 2
81_4,MARCO_6273830,65,23.533370971679688,rewriter 2
81_4,MARCO_5241442,66,23.531518936157227,rewriter 2
81_4,MARCO_6401172,67,23.508296966552734,rewriter 2
81_4,MARCO_3195061,68,23.48710823059082,rewriter 2
81_4,MARCO_6160971,69,23.459888458251953,rewriter 2
81_4,MARCO_962838,70,23.452756881713867,rewriter 2
81_4,MARCO_4344322,71,23.405765533447266,rewriter 2
81_4,MARCO_2687488,72,23.308155059814453,rewriter 2
81_4,MARCO_96400,73,23.258827209472656,rewriter 2
81_4,MARCO_3613794,74,23.258283615112305,rewriter 2
81_4,MARCO_6401170,75,23.250404357910156,rewriter 2
81_4,MARCO_8275265,76,23.233976364135742,rewriter 2
81_4,MARCO_3195062,77,23.205921173095703,rewriter 2
81_4,MARCO_6474433,78,23.202375411987305,rewriter 2
81_4,MARCO_6440457,79,23.16669273376465,rewriter 2
81_4,MARCO_6660826,80,23.13690948486328,rewriter 2
81_4,MARCO_5221366,81,23.06943702697754,rewriter 2
81_4,MARCO_4783263,82,23.023639678955078,rewriter 2
81_4,MARCO_1968095,83,23.008941650390625,rewriter 2
81_4,MARCO_1767690,84,22.997024536132812,rewriter 2
81_4,MARCO_3171267,85,22.977331161499023,rewriter 2
81_4,MARCO_4438567,86,22.95130157470703,rewriter 2
81_4,MARCO_2828295,87,22.934249877929688,rewriter 2
81_4,MARCO_3451521,88,22.923011779785156,rewriter 2
81_4,MARCO_2319366,89,22.909543991088867,rewriter 2
81_4,MARCO_5822851,90,22.870853424072266,rewriter 2
81_4,MARCO_5756818,91,22.85506820678711,rewriter 2
81_4,MARCO_5241443,92,22.852550506591797,rewriter 2
81_4,MARCO_7365053,93,22.82929229736328,rewriter 2
81_4,MARCO_5055235,94,22.821197509765625,rewriter 2
81_4,MARCO_5444508,95,22.81781005859375,rewriter 2
81_4,MARCO_7558580,96,22.77893829345703,rewriter 2
81_4,MARCO_2687490,97,22.74481773376465,rewriter 2
81_4,MARCO_906165,98,22.738018035888672,rewriter 2
81_4,MARCO_297568,99,22.722095489501953,rewriter 2
81_4,MARCO_6706235,100,22.717912673950195,rewriter 2
81_5,MARCO_5665862,1,34.48925018310547,rewriter 2
81_5,MARCO_6154874,2,33.162818908691406,rewriter 2
81_5,MARCO_1900272,3,33.045780181884766,rewriter 2
81_5,MARCO_1619653,4,33.0207405090332,rewriter 2
81_5,MARCO_1815947,5,32.91016387939453,rewriter 2
81_5,MARCO_5444509,6,32.870147705078125,rewriter 2
81_5,MARCO_7713538,7,32.65987777709961,rewriter 2
81_5,MARCO_6980834,8,32.641780853271484,rewriter 2
81_5,MARCO_6154878,9,32.42129135131836,rewriter 2
81_5,MARCO_4841484,10,32.318321228027344,rewriter 2
81_5,MARCO_5934326,11,31.315937042236328,rewriter 2
81_5,MARCO_2950628,12,31.287860870361328,rewriter 2
81_5,MARCO_5490360,13,31.279417037963867,rewriter 2
81_5,MARCO_6273827,14,31.210886001586914,rewriter 2
81_5,MARCO_1619657,15,31.190927505493164,rewriter 2
81_5,MARCO_3780358,16,31.144670486450195,rewriter 2
81_5,MARCO_5444508,17,30.9423828125,rewriter 2
81_5,MARCO_3052630,18,30.827104568481445,rewriter 2
81_5,MARCO_1619654,19,30.812725067138672,rewriter 2
81_5,MARCO_1900271,20,30.677993774414062,rewriter 2
81_5,MARCO_1945741,21,30.44929313659668,rewriter 2
81_5,MARCO_4841486,22,30.377182006835938,rewriter 2
81_5,MARCO_6568085,23,30.373851776123047,rewriter 2
81_5,CAR_3914550976e39eb40bf1c718ea24cbd434cc91f3,24,30.358089447021484,rewriter 2
81_5,MARCO_3464650,25,30.319534301757812,rewriter 2
81_5,MARCO_2174813,26,30.305049896240234,rewriter 2
81_5,CAR_82e2512becbd3c7fe7614857c4d01841330b2a14,27,30.293766021728516,rewriter 2
81_5,MARCO_4688663,28,30.23261833190918,rewriter 2
81_5,MARCO_4082789,29,30.06806182861328,rewriter 2
81_5,MARCO_5934323,30,30.067237854003906,rewriter 2
81_5,MARCO_2785712,31,30.04212760925293,rewriter 2
81_5,CAR_aee7be1029e24bf71f3a08d4a5593938bda63769,32,29.829286575317383,rewriter 2
81_5,MARCO_7308614,33,29.81047248840332,rewriter 2
81_5,MARCO_5444506,34,29.804887771606445,rewriter 2
81_5,CAR_b234ccd172890997aaa068b075018086ab6eda26,35,29.750324249267578,rewriter 2
81_5,MARCO_2554784,36,29.655651092529297,rewriter 2
81_5,MARCO_3517569,37,29.594467163085938,rewriter 2
81_5,MARCO_6673503,38,29.58245849609375,rewriter 2
81_5,MARCO_5665864,39,29.519481658935547,rewriter 2
81_5,MARCO_7308612,40,29.457080841064453,rewriter 2
81_5,MARCO_2278779,41,29.37952423095703,rewriter 2
81_5,MARCO_3613794,42,29.34465789794922,rewriter 2
81_5,MARCO_1900265,43,29.326383590698242,rewriter 2
81_5,MARCO_6440457,44,29.319992065429688,rewriter 2
81_5,MARCO_8115894,45,29.317054748535156,rewriter 2
81_5,MARCO_1791174,46,29.287151336669922,rewriter 2
81_5,MARCO_2763973,47,29.240678787231445,rewriter 2
81_5,MARCO_1985088,48,29.22565269470215,rewriter 2
81_5,MARCO_7095683,49,29.223939895629883,rewriter 2
81_5,MARCO_5107800,50,29.19667625427246,rewriter 2
81_5,MARCO_6154880,51,29.081031799316406,rewriter 2
81_5,MARCO_3588972,52,29.04575538635254,rewriter 2
81_5,MARCO_3517577,53,28.8519229888916,rewriter 2
81_5,MARCO_1791175,54,28.8087158203125,rewriter 2
81_5,MARCO_5171382,55,28.806428909301758,rewriter 2
81_5,MARCO_3517574,56,28.76496696472168,rewriter 2
